date,round,category,value,result,is_daily_double
20260423,single,BIG 12 SCHOOLS,200,c,false
20260423,single,SCIENCE,200,c,false
20260423,single,"AMERICA, 1750-1800",200,x,false
20260423,single,RECENT HITMAKERS,200,.,false
20260423,single,HOBBIES & PASTIMES,200,c,false
20260423,single,WORDS FOR THE YOUNG,200,c,false
20260423,single,BIG 12 SCHOOLS,400,.,false
20260423,single,SCIENCE,400,.,false
20260423,single,"AMERICA, 1750-1800",400,c,false
20260423,single,RECENT HITMAKERS,400,.,false
20260423,single,HOBBIES & PASTIMES,400,c,false
20260423,single,WORDS FOR THE YOUNG,400,.,false
20260423,single,BIG 12 SCHOOLS,600,.,false
20260423,single,SCIENCE,600,c,false
20260423,single,"AMERICA, 1750-1800",600,c,false
20260423,single,RECENT HITMAKERS,600,.,false
20260423,single,HOBBIES & PASTIMES,600,c,false
20260423,single,WORDS FOR THE YOUNG,600,c,false
20260423,single,BIG 12 SCHOOLS,800,c,false
20260423,single,SCIENCE,800,.,false
20260423,single,"AMERICA, 1750-1800",800,dc,true
20260423,single,RECENT HITMAKERS,800,.,false
20260423,single,HOBBIES & PASTIMES,800,c,false
20260423,single,WORDS FOR THE YOUNG,800,.,false
20260423,single,BIG 12 SCHOOLS,1000,x,false
20260423,single,SCIENCE,1000,.,false
20260423,single,"AMERICA, 1750-1800",1000,c,false
20260423,single,RECENT HITMAKERS,1000,c,false
20260423,single,HOBBIES & PASTIMES,1000,.,false
20260423,single,WORDS FOR THE YOUNG,1000,.,false
20260423,double,AMERICAN LIT,400,.,false
20260423,double,CELEBRITY CHEFS,400,.,false
20260423,double,ART FOR ART'S SAKE,400,c,false
20260423,double,WORD ORIGINS,400,.,false
20260423,double,TEENY TINY COUNTRIES,400,c,false
20260423,double,I HAVE A LOT OF GREY FRIENDS,400,c,false
20260423,double,AMERICAN LIT,800,c,false
20260423,double,CELEBRITY CHEFS,800,x,false
20260423,double,ART FOR ART'S SAKE,800,c,false
20260423,double,WORD ORIGINS,800,.,false
20260423,double,TEENY TINY COUNTRIES,800,c,false
20260423,double,I HAVE A LOT OF GREY FRIENDS,800,c,false
20260423,double,AMERICAN LIT,1200,.,false
20260423,double,CELEBRITY CHEFS,1200,.,false
20260423,double,ART FOR ART'S SAKE,1200,c,false
20260423,double,WORD ORIGINS,1200,x,false
20260423,double,TEENY TINY COUNTRIES,1200,dc,true
20260423,double,I HAVE A LOT OF GREY FRIENDS,1200,.,false
20260423,double,AMERICAN LIT,1600,.,false
20260423,double,CELEBRITY CHEFS,1600,.,false
20260423,double,ART FOR ART'S SAKE,1600,x,false
20260423,double,WORD ORIGINS,1600,c,false
20260423,double,TEENY TINY COUNTRIES,1600,c,false
20260423,double,I HAVE A LOT OF GREY FRIENDS,1600,.,false
20260423,double,AMERICAN LIT,2000,.,false
20260423,double,CELEBRITY CHEFS,2000,.,false
20260423,double,ART FOR ART'S SAKE,2000,dc,true
20260423,double,WORD ORIGINS,2000,.,false
20260423,double,TEENY TINY COUNTRIES,2000,c,false
20260423,double,I HAVE A LOT OF GREY FRIENDS,2000,.,false
20260423,final,THE 1950s,0,c,false
